A	TRACTO ALIMENTARIO Y METABOLISMO
R06AX	OTROS ANTIHISTAMÍNICOS PARA USO SISTÉMICO
R06AX01	BAMIPINA
R06AX02	CIPROHEPTADINA
R06AX03	TENALIDINA
R06AX04	FENINDAMINA
R06AX05	ANTAZOLINA
R06AX07	TRIPROLIDINA
R06AX08	PIRROBUTAMINA
R06AX09	AZATADINA
R06AX11	ASTEMIZOL
R06AX12	TERFENADINA
R06AX13	LORATADINA
R06AX15	MEBIDROLINA
R06AX16	DEPTROPINA
R06AX17	KETOTIFENO
R06AX18	ACRIVASTINA
R06AX19	AZELASTINA
R06AX21	TRITOCUALINA
R06AX22	EBASTINA
R06AX23	PIMETIXENO
R06AX24	EPINASTINA
R06AX25	MIZOLASTINA
R06AX26	FEXOFENADINA
R06AX27	DESLORATADINA
R06AX28	RUPATADINA
R06AX53	TENALIDINA, COMBINACIONES
R06AX58	PIRROBUTAMINA, COMBINACIONES
R07	OTROS PRODUCTOS PARA EL SISTEMA RESPIRATORIO
R07A	OTROS PRODUCTOS PARA EL SISTEMA RESPIRATORIO
R07AA	SURFACTANTES PULMONARES
R07AA01	PALMITATO DE COLFOSCERIL
R07AA02	FOSFOLÍPIDOS NATURALES
R07AA30	COMBINATIONS
R07AB	ESTIMULANTES RESPIRATORIOS
R07AB01	DOXAPRAM
R07AB02	NIQUETAMIDA
R07AB03	PENTETRAZOL
R07AB04	ETAMIVAN
R07AB05	BEMEGRIDE
R07AB06	PRETCAMIDA
R07AB07	ALMITRINA
R07AB08	DIMEFLINA
R07AB09	MEPIXANOX
R07AB52	NIQUETAMIDA, COMBINACIONES
R07AB53	PENTETRAZOL, COMBINACIONES
R07AX	OTROS PRODUCTOS PARA EL SISTEMA RESPIRATORIO
R07AX01	ÓXIDO NÍTRICO
S	ÓRGANOS DE LOS SENTIDOS
S01	OFTALMOLÓGICOS
S01A	ANTIINFECCIOSOS
S01AA	ANTIBIÓTICOS
S01AA01	CLORAMFENICOL
S01AA02	CLORTETRACICLINA
S01AA03	NEOMICINA
S01AA04	OXITETRACICLINA
S01AA05	TIROTRICINA
S01AA07	FRAMICETINA
S01AA09	TETRACICLINA
S01AA10	NATAMICINA
S01AA11	GENTAMICINA
S01AA12	TOBRAMICINA
S01AA13	ÁCIDO FUSÍDICO
S01AA14	BENZILPENICILINA
S01AA15	DIHIDROESTREPTOMICINA
S01AA16	RIFAMICINA
S01AA17	ERITROMICINA
S01AA18	POLIMIXINA B
S01AA19	AMPICILINA
S01AA20	ANTIBIÓTICOS EN COMBINACIÓN CON OTROS FÁRMACOS
S01AA21	AMIKACINA
S01AA22	MICRONOMICINA
S01AA23	NETILMICINA
S01AA24	KANAMICINA
S01AA25	AZIDAMFENICOL
S01AA26	AZITROMICINA
S01AA30	COMBINACIONES DE DIFERENTES ANTIBIÓTICOS
S01AB	SULFONAMIDAS
S01AB01	SULFAMETIZOL
S01AB02	SULFAFURAZOL
S01AB03	SULFADICRAMIDA
S01AB04	SULFACETAMIDA
S01AB05	SULFAFENAZOL
S01AD	ANTIVIRALES
S01AD01	IDOXURIDINA
S01AD02	TRIFLURIDINA
S01AD03	ACICLOVIR
S01AD05	INTERFERÓN
S01AD06	VIDARABINA
S01AD07	FAMCICLOVIR
S01AD08	FOMIVIRSEN
S01AD09	GANCICLOVIR
S01AX	OTROS ANTIINFECCIOSOS
S01AX01	COMPUESTOS DE MERCURIO
S01AX02	COMPUESTOS DE PLATA
S01AX03	COMPUESTOS DE CINC
S01AX04	NITROFURAL
S01AX05	BIBROCATOL
S01AX06	RESORCINOL
S01AX07	BORATO SÓDICO
S01AX08	HEXAMIDINA
S01AX09	CLORHEXIDINA
S01AX10	PROPIONATO SÓDICO
S01AX11	OFLOXACINO
S01AX12	NORFLOXACINO
S01AX13	CIPROFLOXACINO
S01AX14	DIBROMPROPAMIDINA
S01AX15	PROPAMIDINA
S01AX16	PICLOXIDINA
S01AX17	LOMEFLOXACINO
S01AX18	POVIDONA YODADA
S01AX19	LEVOFLOXACINO
S01AX21	GATIFLOXACINO
S01AX22	MOXIFLOXACINO
S01B	AGENTES ANTIINFLAMATORIOS
S01BA	CORTICOSTEROIDES, MONODROGAS
S01BA01	DEXAMETASONA
S01BA02	HIDROCORTISONA
S01BA03	CORTISONA
S01BA04	PREDNISOLONA
S01BA05	TRIAMCINOLONA
S01BA06	BETAMETASONA
S01BA07	FLUOROMETOLONA
S01BA08	MEDRISONA
S01BA09	CLOBETASONA
S01BA10	ALCLOMETASONA
S01BA11	DESÓNIDO
S01BA12	FORMOCORTAL
S01BA13	RIMEXOLONA
S01BA14	LOTEPREDNOL
S01BA15	ACETÓNIDO DE FLUOCINOLONA
S01BB	CORTICOSTEROIDES Y MIDRIÁTICOS EN COMBINACIÓN
S01BB01	HIDROCORTISONA Y MIDRIÁTICOS
S01BB02	PREDNISOLONA Y MIDRIÁTICOS
S01BB03	FLUOROMETOLONA Y MIDRIÁTICOS
S01BB04	BETAMETASONA Y MIDRIÁTICOS
S01BC	AGENTES ANTIINFLAMATORIOS NO ESTEROIDEOS
S01BC01	INDOMETACINA
S01BC02	OXIFENBUTAZONA
S01BC03	DICLOFENACO
S01BC04	FLURBIPROFENO
S01BC05	KETOROLACO
S01BC06	PIROXICAM
S01BC07	BENDAZAC
S01BC08	ÁCIDO SALICÍLICO
S01BC09	PRANOPROFENO
S01BC10	NEPAFENACO
S01C	AGENTES ANTIINFLAMATORIOS Y ANTIINFECCIOSOS EN COMBINACIÓN
S01CA	CORTICOSTEROIDES Y ANTIINFECCIOSOS EN COMBINACIÓN
S01CA01	DEXAMETASONA Y ANTIINFECCIOSOS
S01CA02	PREDNISOLONA Y ANTIINFECCIOSOS
S01CA03	HIDROCORTISONA Y ANTIINFECCIOSOS
S01CA04	FLUOCORTOLONA Y ANTIINFECCIOSOS
S01CA05	BETAMETASONA Y ANTIINFECCIOSOS
S01CA06	FLUDROCORTISONA Y ANTIINFECCIOSOS
S01CA07	FLUOROMETOLONA Y ANTIINFECCIOSOS
S01CA08	METILPREDNISOLONA Y ANTIINFECCIOSOS
S01CA09	CLOROPREDNISONA Y ANTIINFECCIOSOS
S01CA10	FLUOCINOLONA ACETONIDE Y ANTIINFECCIOSOS
S01CA11	CLOBETASONA Y ANTIINFECCIOSOS
S01CB	CORTICOESTEROIDES, ANTIINFECCIOSOS Y MIDRIÁTICOS EN COMBINACIÓN
S01CB01	DEXAMETASONA
S01CB02	PREDNISOLONA
S01CB03	HIDROCORTISONA
S01CB04	BETAMETASONA
S01CB05	FLUOROMETOLONA
S01CC	AGENTES ANTIINFLAMATORIOS NO ESTEROIDEOS Y ANTIINFECCIOSOS EN COMBINACIÓN
S01CC01	DICLOFENACO Y ANTIINFECCIOSOS
S01E	PREPARADOS CONTRA EL GLAUCOMA Y MIÓTICOS
S01EA	SIMPATICOMIMÉTICOS EN LA TERAPIA DEL GLAUCOMA
S01EA01	EPINEFRINA
S01EA02	DIPIVEFRINA
S01EA03	APRACLONIDINA
S01EA04	CLONIDINA
S01EA05	BRIMONIDINA
S01EA51	EPINEFRINA, COMBINACIONES
S01EB	PARASIMPATICOMIMÉTICOS
S01EB01	PILOCARPINA
S01EB02	CARBACOL
S01EB03	ECOTIOFATO
S01EB04	DEMECARIO
S01EB05	FISOSTIGMINA
S01EB06	NEOSTIGMINA
S01EB07	FLUOSTIGMINA
S01EB08	ACECLIDINA
S01EB09	ACETILCOLINA
S01EB10	PARAOXON
S01EB51	PILOCARPINA, COMBINACIONES
S01EB58	ACECLIDINA, COMBINACIONES
S01EC	INHIBIDORES DE LA ANHIDRASA CARBÓNICA
S01EC01	ACETAZOLAMIDA
S01EC02	DICLOFENAMIDA
S01EC03	DORZOLAMIDA
S01EC04	BRINZOLAMIDA
S01EC05	METAZOLAMIDA
S01ED	AGENTES BETABLOQUEANTES
S01ED01	TIMOLOL
S01ED02	BETAXOLOL
S01ED03	LEVOBUNOLOL
S01ED04	METIPRANOLOL
S01ED05	CARTEOLOL
S01ED06	BEFUNOLOL
S01ED51	TIMOLOL, COMBINACIONES
S01ED52	BETAXOLOL, COMBINACIONES
S01ED54	METIPRANOLOL, COMBINACIONES
S01ED55	CARTEOLOL, COMBINACIONES
S01EE	ANÁLOGOS DE LAS PROSTAGLANDINAS
S01EE01	LATANOPROST
S01EE02	UNOPROSTONE
S01EE03	BIMATOPROST
S01EE04	TRAVOPROST
S01EE05	TAFLUPROST
S01EX	OTROS PREPARADOS CONTRA EL GLAUCOMA
S01EX01	GUANETIDINA
S01EX02	DAPIPRAZOL
S01F	MIDRIÁTICOS Y CICLOPLÉJICOS
S01FA	ANTICOLINÉRGICOS
S01FA01	ATROPINA
S01FA02	ESCOPOLAMINA
S01FA03	METILESCOPOLAMINA
S01FA04	CICLOPENTOLATO
S01FA05	HOMATROPINA
S01FA06	TROPICAMIDA
S01FA56	TROPICAMIDA, COMBINACIONES
S01FB	SIMPATICOMIMÉTICOS, EXCL PREPARADOS CONTRA EL GLAUCOMA
S01FB01	FENILEFRINA
S01FB02	EFEDRINA
S01FB03	IBOPAMINA
S01G	DESCONGESTIVOS Y ANTIALÉRGICOS
S01GA	SIMPATICOMIMÉTICOS USADOS COMO DESCONGESTIVOS
S01GA01	NAFAZOLINA
S01GA02	TETRAZOLINA
S01GA03	XILOMETAZOLINA
S01GA04	OXIMETAZOLINA
S01GA05	FENILEFRINA
S01GA06	OXEDRINA
S01GA51	NAFAZOLINA, COMBINACIONES
S01GA52	TETRAZOLINA, COMBINACIONES
S01GA53	XILOMETAZOLINA, COMBINACIONES
S01GA55	FENILEFRINA, COMBINACIONES
S01GA56	OXEDRINA, COMBINACIONES
S01GX	OTROS ANTIALÉRGICOS
S01GX01	ÁCIDO CROMOGLÍCICO
S01GX02	LEVOCABASTINA
S01GX03	ÁCIDO ESPAGLÚMICO
S01GX04	NEDOCROMIL
S01GX05	LODOXAMIDA
S01GX06	EMEDASTINA
S01GX07	AZELASTINA
S01GX08	KETOTIFENO
S01GX09	OLOPATADINA
S01GX10	EPINASTINA
S01GX51	ÁCIDO CROMOGLÍCICO, COMBINACIONES
S01H	ANESTÉSICOS LOCALES
S01HA	ANESTÉSICOS LOCALES
S01HA01	COCAÍNA
S01HA02	OXIBUPROCAÍNE
S01HA03	TETRACAÍNE
S01HA04	PROXIMETACAÍNA
S01HA05	PROCAÍN
S01HA06	CINCHOCAÍNA
S01HA07	LIDOCAÍNA
S01HA30	COMBINACIONES
S01J	AGENTES DE DIAGNÓSTICO
S01JA	AGENTES COLORANTES
S01JA01	FLUORESCEÍNA
S01JA02	ROSA DE BENGALA SÓDICO
S01JA51	FLUORESCEÍNA, COMBINACIONES
S01JX	OTROS AGENTES USADOS EN DIAGNÓSTICO OFTALMOLÓGICO
S01K	AUXILIARES EN CIRUGÍA OCULAR
S01KA	SUSTANCIAS VISCOELÁSTICAS
S01KA01	ÁCIDO HIALURÓNICO
S01KA02	HIPROMELOSA
S01KA51	HIALURÓNICO, COMBINACIONES
S01KX	OTROS AUXILIARES EN CIRUGÍA
S01KX01	QUIMOTRIPSINA
S01L	AGENTES CONTRA DESÓRDENES VASCULARES OCULARES
S01LA	AGENTES ANTINEOVASCULARIZACIÓN
S01LA01	VERTEPORFINA
S01LA03	PEGAPTANIB
S01LA04	RANIBIZUMAB
S01X	OTROS OFTALMOLÓGICOS
S01XA	OTROS OFTALMOLÓGICOS
S01XA01	GUAIAZULENO
S01XA02	RETINOL
S01XA03	CLORURO SÓDICO HIPERTÓNICO
S01XA04	IODURO POTÁSICO
S01XA05	EDETATO SÓDICO
S01XA06	ETILMORFINA
S01XA07	ALUM
S01XA08	ACETILCISTEÍNA
S01XA09	IODOHEPARINATO
S01XA10	INOSINA
S01XA11	NANDROLONA
S01XA12	DEXPANTENOL
S01XA13	ALTEPLASA
S01XA14	HEPARINA
S01XA15	ÁCIDO ASCÓRBICO
S01XA20	LÁGRIMAS ARTIFICIALES Y OTRAS PREPARACIONES INDIFERENTES
S02	OTOLÓGICOS
S02A	ANTIINFECCIOSOS
S02AA	ANTIINFECCIOSOS
S02AA01	CLORANFENICOL
S02AA02	NITROFURAL
S02AA03	ACIDO BÓRICO
S02AA04	ACETOTARTRATO DE ALUMINIO
S02AA05	CLIOQUINOL
S02AA06	PERÓXIDO DE HIDRÓGENO
S02AA07	NEOMICINA
S02AA08	TETRACICLINA
S02AA09	CLORHEXIDINA
S02AA10	ACIDO ACÉTICO
S02AA11	POLIMIXINA B
S02AA12	RIFAMICINA
S02AA13	MICONAZOL
S02AA14	GENTAMICINA
S02AA15	CIPROFLOXACINO
S02AA30	ANTIINFECCIOSOS, COMBINACIONES
S02B	CORTICOSTEROIDES
S02BA	CORTICOSTEROIDES
S02BA01	HIDROCORTISONA
S02BA03	PREDNISOLONA
S02BA06	DEXAMETASONA
S02BA07	BETAMETASONA
S02C	CORTICOSTEROIDES Y ANTIINFECCIOSOS EN COMBINACIÓN
S02CA	CORTICOSTEROIDES Y ANTIINFECCIOSOS EN COMBINACIÓN
S02CA01	PREDNISOLONE Y ANTIINFECCIOSOS
S02CA02	FLUMETASONA Y ANTIINFECCIOSOS
S02CA03	HIDROCORTISONA Y ANTIINFECCIOSOS
S02CA04	TRIAMCINOLONA Y ANTIINFECCIOSOS
S02CA05	FLUOCINOLONA ACETONIDE Y ANTIINFECCIOSOS
S02CA06	DEXAMETASONA Y ANTIINFECCIOSOS
S02CA07	FLUDROCORTISONA Y ANTIINFECCIOSOS
S02D	OTROS OTOLÓGICOS
S02DA	ANALGÉSICOS Y ANESTÉSICOS
S02DA01	LIDOCAÍNA
S02DA02	COCAÍNA
S02DA30	COMBINACIONES
S02DC	PREPARADOS INERTES
S02DX	DISOLVENTES DE CERUMEN AURICULAR
S02DX60	LAURILSULFATO SÓDICO
S03	PREPARADOS OFTALMOLÓGICOS Y OTOLÓGICOS
S03A	ANTIINFECCIOSOS
S03AA	ANTIINFECCIOSOS
S03AA01	NEOMICINA
S03AA02	TETRACICLINA
S03AA03	POLYMIXINA B
S03AA04	CLORHEXIDINA
S03AA05	HEXAMIDINA
S03AA06	GENTAMICINA
S03AA07	CIPROFLOXACINO
S03AA08	CLORANFENICOL
S03AA30	ANTIINFECCIOSOS, COMBINACIONES
S03B	CORTICOSTEROIDES
S03BA	CORTICOSTEROIDES
S03BA01	DEXAMETASONA
S03BA02	PREDNISOLONA
S03BA03	BETAMETASONA
S03C	CORTICOSTEROIDES Y ANTIINFECCIOSOS EN COMBINACIÓN
S03CA	CORTICOSTEROIDES Y ANTIINFECCIOSOS EN COMBINACIÓN
S03CA01	DEXAMETASONA AND ANTIINFECTIVES
S03CA02	PREDNISOLONA AND ANTIINFECTIVES
S03CA04	HIDROCORTISONA AND ANTIINFECTIVES
S03CA05	FLUDROCORTISONA AND ANTIINFECTIVES
S03CA06	BETAMETASONA AND ANTIINFECTIVES
S03D	OTROS PREPARADOS OFTALMOLÓGICOS Y OTOLÓGICOS
V	VARIOS
V01	ALÉRGENOS
V01A	ALÉRGENOS
V01AA	EXTRACTOS ALERGÉNICOS
V01AA02	POLEN DE GRAMÍNEAS
V03	TODO EL RESTO DE LOS PRODUCTOS TERAPÉUTICOS
V03A	TODO EL RESTO DE LOS PRODUCTOS TERAPÉUTICOS
V03AB	ANTÍDOTOS
V03AB14	PROTAMINA
V03AB15	NALOXONA
V03AB23	ACETILCISTEÍNA ANTÍDOTO
V03AB25	FLUMAZENIL
V03AB33	HIDROXOCOBALAMINA ANTÍDOTO
V03AB35	SUGAMMADEX
V03AC	AGENTES QUELANTES DEL HIERRO
V03AC01	DEFEROXAMINA
V03AC02	DEFERIPRONA
V03AC03	DEFERASIROX
V03AE	DROGAS PARA EL TRATAMIENTO DE LA HIPERPOTASEMIA Y HIPERFOSFATEMIA
V03AE01	POLISTIRENO SULFONATO
V03AE02	SEVELÁMERO
V03AE03	LANTANO CARBONATO
V03AE04	ACETATO ANHIDRO DE CALCIO Y CARBONATO DE MAGNESIO
V03AF	AGENTES DETOXIFICANTES PARA TRATAMIENTOS ANTINEOPLÁSICOS
V03AF01	MESNA
V03AF02	DEXRAZOXANO
V03AF03	FOLINATO CÁLCICO
V03AF04	LEVOFOLINATO CÁLCICO
V03AF05	AMIFOSTINA
V03AF06	FOLINATO SÓDICO
V03AF07	RASBURICASA
V03AF08	PALIFERMINA
V03AG	DROGAS PARA EL TRATAMIENTO DE LA HIPERCALCEMIA
V03AH	DROGAS PARA EL TRATAMIENTO DE LA HIPOGLUCEMIA
V03AK	ADHESIVOS TISULARES
V03AM	DROGAS PARA EMBOLIZACIÓN
V03AN	GASES MEDICINALES
V03AN01	OXÍGENO
V03AX	OTROS PRODUCTOS TERAPÉUTICOS
V03AZ	DEPRESORES NERVIOSOS
V04	AGENTES DIAGNÓSTICOS
V04B	PRUEBAS URINARIAS
V04C	OTROS AGENTES DIAGNÓSTICOS
V04CA	PRUEBAS PARA DIABETES
V04CB	PRUEBAS PARA ABSORCIÓN DE GRASAS
V04CC	PRUEBAS DE PERMEABILIDAD DEL CONDUCTO BILIAR
V04CD	PRUEBAS DE FUNCIÓN HIPOFISARIA
V04CE	PRUEBAS PARA EVALUAR CAPACIDAD FUNCIONAL HEPÁTICA
V04CF	AGENTES PARA EL DIAGNÓSTICOS DE TUBERCULOSIS
V04CF01	TUBERCULINA
V04CG	PRUEBAS DE SECRECIÓN GÁSTRICA
V04CH	PRUEBAS DE FUNCIÓN RENAL
V04CJ	PRUEBAS DE FUNCIÓN TIROIDEA
V04CJ01	TIROTROFINA
V04CK	PRUEBAS DE FUNCIÓN PANCREÁTICA
V04CL	PRUEBAS PARA ENFERMEDADES ALÉRGICAS
V04CM	PRUEBAS PARA ALTERACIONES DE LA FERTILIDAD
V04CX	OTROS AGENTES DIAGNÓSTICOS
V06	NUTRIENTES GENERALES
V06A	FORMULACIONES DIETÉTICAS PARA EL TRATAMIENTO DE LA OBESIDAD
V06AA	DIETAS DE BAJA ENERGÍA
V06B	SUPLEMENTOS PROTEICOS
V06C	FÓRMULAS PARA INFANTES
V06CA	NUTRIENTES SIN FENILALANINA
V06D	OTROS NUTRIENTES
V06DA	COMBINACIONES DE CARBOHIDRATOS, PROTEÍNAS, MINERALES Y VITAMINAS
V06DB	COMBINACIONES DE LÍPIDOS, CARBOHIDRATOS, PROTEÍNAS, MINERALES Y VITAMINAS
V06DC	CARBOHIDRATOS
V06DD	AMINOÁCIDOS, INCL COMBINACIONES CON POLIPÉPTIDOS
V06DE	COMBINACIONES DE AMINOÁCIDOS, CARBOHIDRATOS, MINERALES Y VITAMINAS
V06DF	SUSTITUTOS DE LA LECHE
V06DX	OTRAS COMBINACIONES DE NUTRIENTES
V06S	DIETÉTICOS PARA TRASTORNOS DEL METABOLISMO DE LÍPIDOS
V06SA	FÓRMULAS CONTENIDO GRASO MODIFICADO
V06SA99	FÓRMULAS CON CONTENIDO GRASO EN FORMA DE TRIGLICÉRIDOS DE CADENA MEDIA
V06SB	FÓRMULAS EXENTAS DE LÍPIDOS
V06SB99	FÓRMULAS EXENTAS DE LÍPIDOS
V06U	DIETÉTICOS PARA TRASTORNOS DEL METABOLISMO DE AMINOÁCIDOS
V06UA	AMINOÁCIDOS ESENCIALES
V06UA87	FÓRMULAS EXENTAS DE LISINA
V06UA88	FÓRMULAS CON APORTE EXCLUSIVO DE AMINOÁCIDOS ESENCIALES
V06UA89	FÓRMULAS EXENTAS DE LISINA Y DE BAJO CONTENIDO EN TRIPTÓFANO
V06UA91	FÓRMULAS EXENTAS DE METIONINA
V06UA92	FÓRMULAS EXENTAS DE LEUCINA
V06UA93	FÓRMULAS EXENTAS DE LEUCINA
V06UA96	FÓRMULAS EXENTAS DE METIONINA
V06UA97	FÓRMULAS EXENTAS DE METIONINA
V06UA99	FÓRMULAS EXENTAS DE FENILALANINA
V06UB	FÓRMULAS EXENTAS DE ALGÚN AMINOÁCIDO ESENCIAL Y NO ESENCIAL
V06UB99	FÓRMULAS EXENTAS DE FENILALANINA Y TIROSINA
V06UD	FÓRMULAS EXENTAS DE PROTEÍNAS
V06UD99	FÓRMULAS EXENTAS DE PROTEÍNAS
V06V	DIETÉTICOS PARA TRASTORNOS DEL METABOLISMO DE HIDRATOS DE CARBONO
V06VE	TRASTORNOS METABÓLICOS DE LA LACTOSA
V06VE99	FÓRMULAS SIN LACTOSA PARA LACTANTES
V06VF	TRASTORNOS METABÓLICOS DE LOS MONOSACÁRIDOS
V06VF99	FÓRMULAS CON
V06W	DIETÉTICOS PARA ALERGIA E INTOLERANCIA A LAS PROTEÍNAS DE LECHE DE VACA
V06WG	DIETÉTICOS PARA ALERGIA E INTOLERANCIA A LAS PROTEÍNAS DE LECHE DE VACA
V06WG97	FÓRMULAS CON PROTEÍNAS DE SOJA SIN LACTOSA PARA LACTANTES
V06WG98	FÓRMULAS CON HIDROLIZADOS DE PROTEÍNAS NO LÁCTEAS SIN LACTOSA PARA LACTANTES
V06WG99	FÓRMULAS CON HIDROLIZADOS DE PROTEÍNAS LÁCTEAS SIN LACTOSA PARA LACTANTES
V06X	FÓRMULAS COMPLETAS
V06XA	FÓRMULAS COMPLETAS MONOMÉRICAS
V06XA99	FÓRMULAS COMPLETAS MONOMÉRICAS
V06XB	FÓRMULAS COMPLETAS PEPTÍDICAS
V06XB98	FÓRMULAS COMPLETAS OLIGOMÉRICAS NORMOPROTEICAS
V06XB99	FÓRMULAS COMPLETAS OLIGOMÉRICAS HIPERPROTEICAS
V06XC	FÓRMULAS COMPLETAS POLIMÉRICAS
V06XC93	FÓRMULAS COMPLETAS POLIMÉRICAS HIPERPROTEICAS NORMOCALÓRICAS
V06XC94	FÓRMULAS COMPLETAS POLIMÉRICAS HIPERPROTEICAS HIPERCALÓRICAS
V06XC95	FÓRMULAS COMPLETAS POLIMÉRICAS NORMOPROTEICAS NORMOCALÓRICAS
V06XC96	FÓRMULAS COMPLETAS POLIMÉRICAS NORMOPROTEICAS HIPOCALÓRICAS
V06XC97	FÓRMULAS COMPLETAS POLIMÉRICAS NORMOPROTEICAS HIPERCALÓRICAS
V06XC99	FÓRMULAS COMPLETAS POLIMÉRICAS HIPERPROTEICAS HIPOCALÓRICAS
V06Y	FÓRMULAS ESPECIALES
V06YS	FÓRMULAS ESPECIALES
V06YS99	FÓRMULAS COMPLETAS ESPECIALES
V06Z	MÓDULOS NUTRICIONALES
V06ZA	MÓDULOS HIDROCARBONADOS
V06ZA99	MÓDULOS HIDROCARBONADOS
V06ZB	MÓDULOS LIPÍDICOS
V06ZB98	MÓDULOS DE TRIGLICÉRIDOS DE CADENA LARGA
V06ZB99	MÓDULOS DE TRIGLICÉRIDOS DE CADENA MEDIA
V06ZC	MÓDULOS MIXTOS
V06ZC99	MÓDULOS HIDROCARBONADOS Y LIPÍDICOS
V06ZD	MÓDULOS PROTEICOS
V06ZD97	MÓDULOS DE PÉPTIDOS
V06ZD98	MÓDULOS DE PROTEÍNA ENTERA
V06ZD99	MÓDULOS DE AMINOÁCIDOS
V06ZF	MÓDULOS ESPESANTES
V06ZF99	MÓDULOS ESPESANTES
V07	TODO EL RESTO DE LOS PRODUCTOS NO TERAPÉUTICOS
V07A	TODO EL RESTO DE LOS PRODUCTOS NO TERAPÉUTICOS
V07AA	EMPLASTOS
V07AB	AGENTES SOLVENTES Y DILUYENTES, INCL SOLUCIONES PARA IRRIGACIÓN
V07AC	PRODUCTOS AUXILIARES PARA TRANSFUSIONES SANGUÍNEAS
V07AD	PRODUCTOS AUXILIARES PARA PRUEBAS SANGUÍNEOS
V07AN	EQUIPAMIENTO PARA LA INCONTINENCIA
V07AR	DISCOS Y TABLETAS PARA PRUEBAS DE SENSIBILIDAD
V07AS	EQUIPAMIENTO PARA ESTOMAS
V07AT	COSMÉTICOS
V07AV	DESINFECTANTES DE USO TÉCNICO
V07AX	AGENTES PARA EL LAVADO, ETC
V07AY	OTROS PRODUCTOS AUXILIARES NO TERAPÉUTICOS
V07AZ	PRODUCTOS QUÍMICOS Y REACTIVOS PARA ANÁLISIS
V08	MEDIOS DE CONTRASTE
V08A	MEDIOS DE CONTRASTE PARA RAYOS X, IODADOS
V08AA	MEDIOS DE CONTRASTE PARA RAYOS X DE ALTA OSMOLARIDAD, HIDROSOLUBLES Y NEFROTRÓPICOS
V08AA01	DIATRIZOICO ÁCIDO
V08AB	MEDIOS DE CONTRASTE PARA RAYOS X DE BAJA OSMOLARIDAD, HIDROSOLUBLES Y NEFROTRÓPICOS
V08AB02	IOHEXOL
V08AB03	IOXÁGLICO ÁCIDO
V08AB04	IOPAMIDOL
V08AB05	IOPROMIDA
V08AB07	IOVERSOL
V08AB09	IODIXANOL
V08AB10	IOMEPROL
V08AB11	IOBITRIDOL
V08AC	MEDIOS DE CONTRASTE PARA RAYOS X HIDROSOLUBLES Y HEPATOTRÓPICOS
V08AD	MEDIOS DE CONTRASTE PARA RAYOS X NO HIDROSOLUBLES
V08B	MEDIOS DE CONTRASTE PARA RAYOS X, NO IODADOS
V08BA	MEDIOS DE CONTRASTE PARA RAYOS X QUE CONTIENEN SULFATO DE BARIO
V08BA02	SULFATO DE BARIO SIN AGENTES EN SUSPENSIÓN
V08C	MEDIOS DE CONTRASTE PARA ÍMÁGENES DE RESONANCIA MAGNÉTICA
V08CA	MEDIOS DE CONTRASTE PARAMAGNÉTICOS
V08CA01	GADOPENTÉTICO ÁCIDO
V08CA02	GADOTÉRICO ÁCIDO
V08CA03	GADODIAMIDA
V08CA04	GADOTERIDOL
V08CA05	MANGAFODIPIR
V08CA06	GADOVERSETAMIDA
V08CA08	GADOBÉNICO ÁCIDO
V08CA09	GADOBUTROL
V08CA10	GADOXÉTICO ÁCIDO
V08CA11	GADOFOSVESET
V08CB	MEDIOS DE CONTRASTE SUPERPARAMAGNÉTICOS
V08CX	OTROS MEDIOS DE CONTRASTE PARA IMÁGENES DE RESONANCIA MAGNÉTICA
V08D	MEDIOS DE CONTRASTE PARA ULTRASONIDO
V08DA	MEDIOS DE CONTRASTE PARA ULTRASONIDO
V08DA04	MICROESFERAS DE FOSFOLÍPIDOS
V08DA05	HEXAFLUORURO DE AZUFRE
V09	PRODUCTOS RADIOFARMACÉUTICOS PARA DIAGNÓSTICO
V09A	SISTEMA NERVIOSO CENTRAL
V09AA	COMPUESTOS CON TECNECIO (99MTC)
V09AA01	TECNECIO
V09AA02	TECNECIO
V09AB	COMPUESTOS CON YODO (123I)
V09AB03	IODO
V09AX	OTROS PRODUCTOS RADIOFARMACÉUTICOS PARA EL DIAGNÓSTICO DEL SISTEMA NERVIOSO CENTRAL
V09B	ESQUELETO
V09BA	COMPUESTOS CON TECNECIO (99MTC)
V09BA01	TECNECIO
V09BA03	TECNECIO
V09C	SISTEMA RENAL
V09CA	COMPUESTOS CON TECNECIO (99MTC)
V09CA01	TECNECIO
V09CA02	TECNECIO
V09CA03	TECNECIO
V09CX	OTROS PRODUCTOS RADIOFARMACÉUTICOS PARA EL DIAGNÓSTICOS DEL SISTEMA RENAL
V09D	HÍGADO Y SISTEMA RETÍCULO ENDOTELIAL
V09DA	COMPUESTOS CON TECNECIO (99MTC)
V09DB	PARTÍCULAS Y COLOIDES CON TECNECIO (99MTC)
V09DB01	TECNECIO
V09DX	OTROS RADIOFARMACÉUTICOS DIAGNÓSTICOS PARA EL HÍGADO Y EL SISTEMA RETÍCULO ENDOTELIAL
V09E	SISTEMA RESPIRATORIO
V09EB	TECNECIO
V09EB01	TECNECIO
V09F	TIROIDES
V09FX	VARIOS RADIOFÁRMACOS PARA DIAGNÓSTICO DEL TIROIDES
V09FX01	TECNECIO
V09FX02	IODURO SÓDICO
V09G	SISTEMA CARDIOVASCULAR
V09GA	COMPUESTOS DE TECNECIO
V09GA01	TECNECIO
