"CNAMTS - CCAM version 23 applicable au 25/01/2010";;;;;;;;;
"Code";"c";"Texte";"Activité";"Phase";"Tarif
(en euro)";"Rembt. ss Cdtions";"Accord Préalable";"Exo. TM";"Regroupement"
"YYYY062";;"Participation d'un 2ème chirurgien au cours d'un acte de chirurgie cardiaque";1;0;313,50;;;1;"ADC"
"[F, J, K, P, S, U]";;"Figure sous les libellés des actes de chirurgie cardiaque auxquels il peut-être affecté";;;;;;;
;;"Facturation :
 - présence sur le champ opératoire pendant toute la durée de la CEC ou pendant la durée des anastomoses vasculaires pour les pontages à coeur battant
- disponibilité exclusive pour l’intervention concernée au sein de l’unité de chirurgie cardiaque";;;;;;;
;;"Facturation : cet acte ne peut être facturé qu'une seule fois par intervention, quel que soit le nombre d'actes de chirurgie cardiaque réalisés.";;;;;;;
"YYYY017";;"Injection secondaire souscutanée susfasciale de tissu adipeux autologue au niveau du visage";1;0;62,70;;;1;"ADC"
;;"Comblement de dépression cutanée selon Coleman";;;;;;;
;;"Indication : lipodystrophies iatrogènes du visage secondaires aux bi ou trithérapie antirétrovirales ";;;;;;;
;;"Facturation : prise en charge de l'injection initiale
                   2 injections secondaires au plus";;;;;;;
;;"(ZZLP025)";;;;;;;
"YYYY059";;"Appareillage de contention ou de réduction pré et postopératoire pour résection ou greffe du maxillaire ou de la mandibule";1;0;249,60;;;2;"ATM"
"[F, P, S, U]";;;;;;;;;
"YYYY027";;"Prélèvement de spermatozoïdes au niveau du testicule, de l'épididyme ou du conduit déférent, par abord direct";1;0;125,40;;;1;"ADC"
;;"Facturation : une seule fois au cours de l'intervention";;;;;;;
;;"(ZZLP025)";;;;;;;
;;;;;;;;;
"19.01.04";;"Échographie";;;;;;;
;;;;;;;;;
"YYYY172";;"Échographie et/ou échographie doppler de contrôle ou surveillance de pathologie d'un ou deux organes intra-abdominaux et/ou intrapelviens, ou de vaisseaux périphériques";1;0;37,80;;;2;"ADE"
"[F, P, S, U]";;"A l'exclusion de : échographie de contrôle ou surveillance de pathologie gravidique";;;;;;;
"YYYY088";;"Échographie de contrôle ou surveillance de pathologie gravidique fœtale ou maternelle au cours d'une grossesse unifœtale";1;0;30,24;;;2;"ADE"
"[F, P, S, U]";;;;;;;;;
"YYYY075";;"Échographie de contrôle ou surveillance de pathologie gravidique fœtale ou maternelle au cours d'une grossesse multifœtale";1;0;60,48;;;2;"ADE"
"[F, P, S, U]";;;;;;;;;
"YYYY028";;"Guidage échographique";1;0;37,80;;;2;"ADE"
"[F, P, S, U]";;;;;;;;;
;;;;;;;;;
"19.01.05";;"Médecine hyperbare";;;;;;;
;;"Ce souschapitre est vide dans cette version de la CCAM.                                                                                                                                                                                        ";;;;;;;
;;;;;;;;;
"19.01.06";;"Médecine d'urgence";;;;;;;
;;;;;;;;;
"YYYY010";;"Traitement de premier recours de cas nécessitant des actes techniques (pose d'une perfusion, administration d'oxygène, soins de réanimation cardio-respiratoire...) et la présence prolongée du médecin (en dehors d'un établissement de soins) dans les situations suivantes : - détresse respiratoire ; - détresse cardiaque ; - détresse d'origine allergique ; - état aigu d'agitation ; - état de mal comitial ; - détresse d'origine traumatique.";1;0;48,00;;;2;"ATM"
"[F, M, P, S, U]";;"Facturation : ne peut pas être facturé avec des actes techniques des chapitres 1 à 17 à l'exception de : Électrocardiographie sur au moins 12 dérivations (DEQP003)";;;;;;;
"YYYY011";;"Prise en charge diagnostique et thérapeutique dans le même temps d'une lésion ostéo-articulaire, musculo-tendineuse ou des parties molles d'origine traumatique";1;0;20,16;;;2;"ATM"
"[F, P, S, U]";;"(YYYY008)";;;;;;;
;;;;;;;;;
"19.01.07";;"Néonatalogie";;;;;;;
;;;;;;;;;
"YYYY095";;"Assistance pédiatrique avant la naissance, sur appel du praticien responsable de l'accouchement, pour une situation de risque néonatal, avec établissement d'un compte rendu";1;0;76,80;;;2;"ATM"
"[F, P, S, U]";;"Facturation : ne peut pas être facturé avec réanimation immédiate ou différée d'un nouveau-né en détresse vitale";;;;;;;
"YYYY154";;"Réanimation immédiate ou différée du nouveau-né en détresse vitale, comportant toute technique de ventilation, avec ou sans intubation, et les actes associés, avec établissement d'un compte rendu";1;0;76,80;;;2;"ATM"
"[F, P, S, U]";;"Facturation : ne peut pas être facturé avec l'assistance pédiatrique avant la naissance";;;;;;;
"YYYY117";;"Mise en condition médicale et surveillance d'un nouveau-né pour transfert médicalisé vers un centre spécialisé, avec établissement d'un compte rendu";1;0;48,00;;;2;"ATM"
"[F, P, S, U]";;;;;;;;;
"YYYY123";;"Surveillance en unité d'obstétrique d'un enfant dont l'état nécessite un placement en incubateur ou des soins de courte durée";1;0;17,28;;;2;"ATM"
"[F]";;"Facturation : par 24 heures, selon les conditions du décret 98-900 du 9 octobre 1998";;;;;;;
"YYYY009";;"Forfait de néonatalogie en unité de néonatalogie";1;0;26,88;;;2;"ATM"
"[F]";;"Forfait de surveillance par 24 heures d'un nouveau-né en unité de néonatalogie autorisée ";;;;;;;
;;"Facturation : conditions du décret n°98-900 du 9 octobre 1998";;;;;;;
;;;;;;;;;
"19.01.08";;"Pneumologie";;;;;;;
;;;;;;;;;
"YYYY006";;"Épreuve quantitative aux agents pharmacodynamiques ou de provocation aux allergènes comportant une mesure du seuil de réactivité";1;0;42,24;;;2;"ATM"
;;"Facturation : ne peut pas être facturé avec épreuve fonctionnelle respiratoire par pléthysmographie (GLQP009, GLQP011)";;;;;;;
;;"(YYYY186)";;;;;;;
"YYYY076";;"Mesure du transfert de monoxyde de carbone, en état stable, en apnée, en inspiration unique ou en réinspiration";1;0;34,56;;;2;"ATM"
;;"(YYYY186)";;;;;;;
"YYYY089";;"Mesure du transfert de monoxyde de carbone, en état stable, en apnée, en inspiration unique ou en réinspiration, avec épreuve d'exercice";1;0;51,84;;;2;"ATM"
;;"(YYYY058)";;;;;;;
;;;;;;;;;
"19.01.09";;"Radiologie";;;;;;;
;;;;;;;;;
;;;;;;;;;
"19.01.09.01";;"Radiologie, scanographie, remnographie";;;;;;;
;;;;;;;;;
"YYYY163";;"Radiographie de l'hémisquelette ou du squelette complet chez l'adulte";1;0;159,60;;;2;"ADI"
"[F, P, S, U, Y, Z]";;"Facturation : comprend au moins l'association de radiographies du crâne, du rachis entier, du bassin, d'un membre inférieur, quel que soit le nombre d'incidences";;;;;;;
"YYYY024";;"Bilan radiologique veineux complet des membres inférieurs pour pathologie veineuse complexe nécessitant plusieurs voies d'abord, des poses de garrots éventuelles et des clichés dans différentes positions";1;0;290,40;;;2;"ADI"
;;"Bilan radiologique veineux complet des membres inférieurs pour récidive de varices";;;;;;;
"YYYY029";;"Manœuvres intratubaires uni ou bilatérales après cathétérisme de trompe utérine avec guidage radiologique";1;0;104,50;;;1;"ATM"
;;"Facturation : le tarif comprend les clichés de contrôle";;;;;;;
;;"(YYYY140, ZZLP025)";;;;;;;
"YYYY033";;"Guidage radiologique";1;0;19,29;;;2;"ADI"
"[E, F, P, S, U, Y, Z]";;"Radioscopie de longue durée avec amplificateur de brillance";;;;;;;
;;"Facturation : ne peut pas être facturé avec un autre examen radiographique, à l'exception d'un acte diagnostique de radiologie conventionnelle réalisé sur un site anatomique distinct";;;;;;;
"YYYY115";;"Guidage scanographique";1;0;25,27;;;2;"ADI"
"[E, F, P, S, U, Y, Z]";;;;;;;;;
"YYYY125";;"Guidage remnographique";1;0;69,00;;;2;"ADI"
"[F, P, S, U]";;;;;;;;;
"YYYY308";;"Tomographie de l'appareil ostéoarticulaire premier plan en coupe";1;0;46,55;;;2;"ADI"
"[E, F, P, S, U, Y, Z]";;"A l'exclusion de : Tomographie unilatérale ou bilatérale de l'articulation temporomandibulaire (LBQK001)";;;;;;;
;;"Facturation : tomographie de segment ostéoarticulaire porteur de matériel d'ostéosynthèse ou de prothèse";;;;;;;
;;;;;;;;;
"19.01.09.02";;"Radiologie vasculaire et imagerie interventionnelle";;;;;;;
;;"Facturation: ne peut pas être facturé avec :
 - Guidage radiologique (YYYY033)
 - Supplément pour imagerie pour acte de radiologie interventionnelle, réalisée au bloc opératoire (YYYY300)";;;;;;;
;;;;;;;;;
"YYYY105";;"Imagerie pour acte de radiologie interventionnelle ou de cardiologie interventionnelle niveau 1, réalisée en salle d'imagerie";1;0;19,29;;;2;"ADI"
"[F, P, S, U, Z]";;;;;;;;;
"YYYY110";;"Imagerie pour acte de radiologie interventionnelle ou de cardiologie interventionnelle niveau 2, réalisée en salle d'imagerie";1;0;33,25;;;2;"ADI"
"[F, P, S, U, Z]";;;;;;;;;
"YYYY120";;"Imagerie pour acte de radiologie interventionnelle ou de cardiologie interventionnelle niveau 3, réalisée en salle d'imagerie";1;0;39,90;;;2;"ADI"
"[F, P, S, U, Z]";;;;;;;;;
"YYYY140";;"Imagerie pour acte de radiologie interventionnelle ou de cardiologie interventionnelle niveau 4, réalisée en salle d'imagerie";1;0;66,50;;;2;"ADI"
"[F, P, S, U, Z]";;;;;;;;;
"YYYY150";;"Imagerie pour acte de radiologie interventionnelle ou de cardiologie interventionnelle niveau 5, réalisée en salle d'imagerie";1;0;79,80;;;2;"ADI"
"[F, P, S, U, Z]";;;;;;;;;
"YYYY160";;"Imagerie pour acte de radiologie interventionnelle ou de cardiologie interventionnelle niveau 6, réalisée en salle d'imagerie";1;0;93,10;;;2;"ADI"
"[F, P, S, U, Z]";;;;;;;;;
"YYYY170";;"Imagerie pour acte de radiologie interventionnelle ou de cardiologie interventionnelle niveau 7, réalisée en salle d'imagerie";1;0;106,40;;;2;"ADI"
"[F, P, S, U, Z]";;;;;;;;;
"YYYY180";;"Imagerie pour acte de radiologie interventionnelle ou de cardiologie interventionnelle niveau 8, réalisée en salle d'imagerie";1;0;119,70;;;2;"ADI"
"[F, P, S, U, Z]";;;;;;;;;
"YYYY130";;"Imagerie pour acte de radiologie interventionnelle ou de cardiologie interventionnelle niveau 9, réalisée en salle d'imagerie";1;0;133,00;;;2;"ADI"
"[F, P, S, U, Z]";;;;;;;;;
"YYYY190";;"Imagerie pour acte de radiologie interventionnelle ou de cardiologie interventionnelle niveau 10, réalisée en salle d'imagerie";1;0;159,60;;;2;"ADI"
"[F, P, S, U, Z]";;;;;;;;;
"YYYY200";;"Imagerie pour acte de radiologie interventionnelle ou de cardiologie interventionnelle niveau 11, réalisée en salle d'imagerie";1;0;199,50;;;2;"ADI"
"[F, P, S, U, Z]";;;;;;;;;
"YYYY210";;"Imagerie pour acte de radiologie interventionnelle ou de cardiologie interventionnelle niveau 12, réalisée en salle d'imagerie";1;0;212,80;;;2;"ADI"
"[F, P, S, U, Z]";;;;;;;;;
"YYYY220";;"Imagerie pour acte de radiologie interventionnelle ou de cardiologie interventionnelle niveau 13, réalisée en salle d'imagerie";1;0;239,40;;;2;"ADI"
"[F, P, S, U, Z]";;;;;;;;;
"YYYY034";;"Imagerie pour acte de radiologie interventionnelle ou de cardiologie interventionnelle niveau 14, réalisée en salle d'imagerie";1;0;252,70;;;2;"ADI"
"[F, P, S, U, Z]";;;;;;;;;
"YYYY230";;"Imagerie pour acte de radiologie interventionnelle ou de cardiologie interventionnelle niveau 15, réalisée en salle d'imagerie";1;0;266,00;;;2;"ADI"
"[F, P, S, U, Z]";;;;;;;;;
"YYYY240";;"Imagerie pour acte de radiologie interventionnelle ou de cardiologie interventionnelle niveau 16, réalisée en salle d'imagerie";1;0;305,90;;;2;"ADI"
"[F, P, S, U, Z]";;;;;;;;;
"YYYY245";;"Imagerie pour acte de radiologie interventionnelle ou de cardiologie interventionnelle niveau 17, réalisée en salle d'imagerie";1;0;319,20;;;2;"ADI"
"[F, P, S, U, Z]";;;;;;;;;
"YYYY250";;"Imagerie pour acte de radiologie interventionnelle ou de cardiologie interventionnelle niveau 18, réalisée en salle d'imagerie";1;0;332,50;;;2;"ADI"
"[F, P, S, U, Z]";;;;;;;;;
"YYYY260";;"Imagerie pour acte de radiologie interventionnelle ou de cardiologie interventionnelle niveau 19, réalisée en salle d'imagerie";1;0;372,40;;;2;"ADI"
"[F, P, S, U, Z]";;;;;;;;;
"YYYY270";;"Imagerie pour acte de radiologie interventionnelle ou de cardiologie interventionnelle niveau 20, réalisée en salle d'imagerie";1;0;399,00;;;2;"ADI"
"[F, P, S, U, Z]";;;;;;;;;
"YYYY280";;"Imagerie pour acte de radiologie interventionnelle ou de cardiologie interventionnelle niveau 21, réalisée en salle d'imagerie";1;0;532,00;;;2;"ADI"
"[F, P, S, U, Z]";;;;;;;;;
"YYYY290";;"Imagerie pour acte de radiologie interventionnelle ou de cardiologie interventionnelle niveau 22, réalisée en salle d'imagerie";1;0;598,50;;;2;"ADI"
"[F, P, S, U, Z]";;;;;;;;;
;;;;;;;;;
"19.01.09.03";;"Tentative d'angioplastie";;;;;;;
;;;;;;;;;
"YYYY082";;"Tentative d'angioplastie d'un vaisseau coronaire, d'une artère subclavière, viscérale ou périphérique, en cas de non franchissement de la sténose";1;0;209,00;;;1;"ADI"
"[F, P, S, U]";;"(YYYY200, ZZLP030)";;;;;;;
;;;;;;;;;
"19.01.10";;"Radiothérapie";;;;;;;
;;;;;;;;;
;;;;;;;;;
"19.01.10.01";;"Champs fixes de moins de 300 cm²";;;;;;;
;;"Facturation : la dose absorbée est comptée sur le rayon central au niveau maximum atteint au cours de la pénétration dans les tissus pour la totalité pour le traitement tel qu'il est établi dans le compte rendu de fin d'irradiation.";;;;;;;
;;;;;;;;;
"YYYY045";;"Irradiation de moins de 300 cm² en champs fixes par télécobalt par fraction de 28 centiGrays pour les faisceaux de 0,5 à 4,9 MeV";1;0;1,67;;;1;"ATM"
"[H, Q, V, W]";;"(YYYY151, YYYY166)";;;;;;;
"YYYY099";;"Irradiation de moins de 300 cm² en champs fixes par télécobalt par fraction de 2,8 Grays pour les faisceaux de 0,5 à 4,9 MeV";1;0;16,70;;;1;"ATM"
"[H, Q, V, W]";;"(YYYY151, YYYY166)";;;;;;;
"YYYY101";;"Irradiation de moins de 300 cm² en champs fixes par télécobalt par fraction de 28 Grays pour les faisceaux de 0,5 à 4,9 MeV";1;0;167,00;;;1;"ATM"
"[H, Q, V, W]";;"(YYYY151, YYYY166)";;;;;;;
"YYYY046";;"Irradiation de moins de 300 cm² en champs fixes par accélérateur par fraction de 25 centiGrays pour les faisceaux de 0,5 à 4,9 MeV";1;0;1,67;;;1;"ATM"
"[H, Q, V, W]";;"(YYYY151, YYYY166)";;;;;;;
"YYYY136";;"Irradiation de moins de 300 cm² en champs fixes par accélérateur par fraction de 2,5 Grays pour les faisceaux de 0,5 à 4,9 MeV";1;0;16,70;;;1;"ATM"
"[H, Q, V, W]";;"(YYYY151, YYYY166)";;;;;;;
"YYYY312";;"Irradiation de moins de 300 cm² en champs fixes par accélérateur par fraction de 25 Grays pour les faisceaux de 0,5 à 4,9 MeV";1;0;167,00;;;1;"ATM"
"[H, Q, V, W]";;"(YYYY151, YYYY166)";;;;;;;
"YYYY047";;"Irradiation de moins de 300 cm² en champs fixes par accélérateur par fraction de 20 centiGrays pour les faisceaux de 5 à 7,9 MeV";1;0;1,67;;;1;"ATM"
"[H, Q, V, W]";;"(YYYY151, YYYY166)";;;;;;;
"YYYY152";;"Irradiation de moins de 300 cm² en champs fixes par accélérateur par fraction de 2 Grays pour les faisceaux de 5 à 7,9 MeV";1;0;16,70;;;1;"ATM"
"[H, Q, V, W]";;"(YYYY151, YYYY166)";;;;;;;
"YYYY323";;"Irradiation de moins de 300 cm² en champs fixes par accélérateur par fraction de 20 Grays pour les faisceaux de 5 à 7,9 MeV";1;0;167,00;;;1;"ATM"
"[H, Q, V, W]";;"(YYYY151, YYYY166)";;;;;;;
"YYYY048";;"Irradiation de moins de 300 cm² en champs fixes par accélérateur par fraction de 14 centiGrays pour les faisceaux de 8 à 16,9 MeV";1;0;1,67;;;1;"ATM"
"[H, Q, V, W]";;"(YYYY151, YYYY166)";;;;;;;
"YYYY211";;"Irradiation de moins de 300 cm² en champs fixes par accélérateur par fraction de 1,4 Grays pour les faisceaux de 8 à 16,9 MeV";1;0;16,70;;;1;"ATM"
"[H, Q, V, W]";;"(YYYY151, YYYY166)";;;;;;;
"YYYY334";;"Irradiation de moins de 300 cm² en champs fixes par accélérateur par fraction de 14 Grays pour les faisceaux de 8 à 16,9 MeV";1;0;167,00;;;1;"ATM"
"[H, Q, V, W]";;"(YYYY151, YYYY166)";;;;;;;
"YYYY049";;"Irradiation de moins de 300 cm² en champs fixes par accélérateur par fraction de 12 centiGrays pour les faisceaux de 17 à 24,9 MeV";1;0;1,67;;;1;"ATM"
"[H, Q, V, W]";;"(YYYY151, YYYY166)";;;;;;;
"YYYY197";;"Irradiation de moins de 300 cm² en champs fixes par accélérateur par fraction de 1,2 Grays pour les faisceaux de 17 à 24,9 MeV";1;0;16,70;;;1;"ATM"
"[H, Q, V, W]";;"(YYYY151, YYYY166)";;;;;;;
"YYYY345";;"Irradiation de moins de 300 cm² en champs fixes par accélérateur par fraction de 12 Grays pour les faisceaux de 17 à 24,9 MeV";1;0;167,00;;;1;"ATM"
"[H, Q, V, W]";;"(YYYY151, YYYY166)";;;;;;;
"YYYY050";;"Irradiation de moins de 300 cm² en champs fixes par accélérateur par fraction de 9 centiGrays pour les faisceaux de 25 MeV ou plus";1;0;1,67;;;1;"ATM"
"[H, Q, V, W]";;"(YYYY151, YYYY166)";;;;;;;
"YYYY244";;"Irradiation de moins de 300 cm² en champs fixes par accélérateur par fraction de 0,9 Grays pour les faisceaux de 25 MeV ou plus";1;0;16,70;;;1;"ATM"
"[H, Q, V, W]";;"(YYYY151, YYYY166)";;;;;;;
"YYYY356";;"Irradiation de moins de 300 cm² en champs fixes par accélérateur par fraction de 9 Grays pour les faisceaux de 25 MeV ou plus";1;0;167,00;;;1;"ATM"
"[H, Q, V, W]";;"(YYYY151, YYYY166)";;;;;;;
;;;;;;;;;
"19.01.10.02";;"Irradiation segmentaire par champs fixes par faisceaux de 300 cm² ou plus à l'entrée";;;;;;;
;;"Environnement : deux caches protecteurs ou plus";;;;;;;
;;"Facturation : l'irradiation correspond à la sommation des doses maximales à l'entrée délivrées par chacun des faisceaux élémentaires habituels de la même zone d'irradiation (jusqu'à un maximum de quatre ; le facteur 4 ne doit pas être systématique).
                   la dose absorbée est comptée sur le rayon central au niveau maximum atteint au cours de la pénétration dans les tissus pour la totalité pour le traitement tel qu'il est établi dans le compte rendu de fin d'irradiation.";;;;;;;
;;;;;;;;;
"YYYY301";;"Irradiation de 300 cm² et plus en champs fixes par télécobalt par fraction de 28 centiGrays pour les faisceaux de 0,5 à 4,9 MeV";1;0;1,67;;;1;"ATM"
"[H, Q, V, W]";;"(YYYY151, YYYY166)";;;;;;;
"YYYY302";;"Irradiation de 300 cm² et plus en champs fixes par télécobalt par fraction de 28 centiGrays pour les faisceaux de 0,5 à 4,9 MeV, incluant 2 volumes";1;0;3,34;;;1;"ATM"
"[H, Q, V, W]";;"Facturation : le tarif prend en compte l'application d'un facteur 2";;;;;;;
;;"(YYYY151, YYYY166)";;;;;;;
"YYYY313";;"Irradiation de 300 cm² et plus en champs fixes par télécobalt par fraction de 28 centiGrays pour les faisceaux de 0,5 à 4,9 MeV, incluant 3 volumes";1;0;5,01;;;1;"ATM"
"[H, Q, V, W]";;"Facturation : le tarif prend en compte l'application d'un facteur 3";;;;;;;
;;"(YYYY151, YYYY166)";;;;;;;
"YYYY324";;"Irradiation de 300 cm² et plus en champs fixes par télécobalt par fraction de 28 centiGrays pour les faisceaux de 0,5 à 4,9 MeV, incluant 4 volumes";1;0;6,68;;;1;"ATM"
"[H, Q, V, W]";;"Facturation : le tarif prend en compte l'application d'un facteur 4";;;;;;;
;;"(YYYY151, YYYY166)";;;;;;;
"YYYY343";;"Irradiation de 300 cm² et plus en champs fixes par télécobalt par fraction de 2,8 Grays pour les faisceaux de 0,5 à 4,9 MeV";1;0;16,70;;;1;"ATM"
